case:concept:name,event_count,first_event,last_event,unique_activity_count,case_duration_hours
2000013568_00001,62,2018-04-19 12:11:00+00:00,2018-12-18 12:49:00+00:00,17,5832.63
2000013569_00001,54,2018-03-26 21:59:00+00:00,2019-01-04 22:59:00+00:00,13,6817.0
2000013570_00001,16,2018-03-05 22:59:00+00:00,2018-10-24 07:54:00+00:00,14,5576.92
2000013571_00001,10,2018-04-20 08:53:00+00:00,2018-12-03 01:28:00+00:00,10,5440.58
2000013572_00001,14,2018-04-23 05:12:00+00:00,2019-01-17 11:04:00+00:00,13,6461.87
2000013573_00001,14,2018-04-23 05:12:00+00:00,2019-01-17 11:04:00+00:00,13,6461.87
2000013574_00001,14,2018-04-23 05:47:00+00:00,2019-01-17 11:04:00+00:00,13,6461.28
2000013575_00001,12,2018-04-24 03:53:00+00:00,2018-06-07 11:10:00+00:00,12,1063.28
2000013575_00002,12,2018-04-24 03:53:00+00:00,2018-06-07 11:10:00+00:00,12,1063.28
2000013576_00001,12,2018-04-24 06:11:00+00:00,2018-07-19 11:17:00+00:00,12,2069.1
2000013576_00002,12,2018-04-24 06:11:00+00:00,2018-07-19 11:17:00+00:00,12,2069.1
2000013576_00003,12,2018-04-24 06:11:00+00:00,2018-07-19 11:17:00+00:00,12,2069.1
2000013577_00001,13,2018-04-24 08:31:00+00:00,2018-05-17 12:50:00+00:00,13,556.32
2000013578_00001,12,2018-04-24 08:31:00+00:00,2018-05-24 11:34:00+00:00,12,723.05
2000013578_00002,12,2018-04-24 08:31:00+00:00,2018-05-24 11:34:00+00:00,12,723.05
2000013579_00001,15,2018-04-18 21:59:00+00:00,2018-10-25 15:54:00+00:00,15,4553.92
2000013580_00001,13,2018-04-24 11:54:00+00:00,2018-12-13 13:09:00+00:00,13,5593.25
2000013581_00001,12,2018-04-24 12:05:00+00:00,2018-08-30 13:40:00+00:00,12,3073.58
2000013582_00001,12,2018-04-24 12:13:00+00:00,2018-07-26 16:09:00+00:00,12,2235.93
2000013583_00001,33,2018-04-24 12:07:00+00:00,2018-09-28 08:29:00+00:00,15,3764.37
2000013584_00001,12,2018-04-24 12:07:00+00:00,2018-08-30 13:36:00+00:00,12,3073.48
2000013585_00001,21,2018-04-24 12:32:00+00:00,2018-11-22 13:54:00+00:00,15,5089.37
2000013586_00001,13,2018-04-24 13:49:00+00:00,2018-06-14 13:01:00+00:00,13,1223.2
2000013587_00001,12,2018-04-24 13:51:00+00:00,2018-05-24 11:34:00+00:00,12,717.72
2000013588_00001,44,2018-04-25 06:54:00+00:00,2018-10-29 07:36:00+00:00,18,4488.7
2000013589_00001,21,2018-04-25 06:54:00+00:00,2018-07-26 16:08:00+00:00,15,2217.23
2000013590_00001,12,2018-04-25 06:50:00+00:00,2018-06-07 11:12:00+00:00,12,1036.37
2000013590_00002,12,2018-04-25 06:50:00+00:00,2018-06-07 11:12:00+00:00,12,1036.37
2000013591_00001,14,2018-04-25 09:06:00+00:00,2018-07-06 12:10:00+00:00,13,1731.07
2000013592_00001,12,2018-04-25 11:54:00+00:00,2018-06-07 11:10:00+00:00,12,1031.27
2000013593_00001,12,2018-04-25 11:54:00+00:00,2018-06-28 12:02:00+00:00,12,1536.13
2000013593_00002,12,2018-04-25 11:54:00+00:00,2018-07-26 16:06:00+00:00,12,2212.2
2000013593_00003,13,2018-04-25 11:54:00+00:00,2018-06-28 12:02:00+00:00,13,1536.13
2000013593_00004,12,2018-04-25 11:54:00+00:00,2018-06-28 12:02:00+00:00,12,1536.13
2000013594_00001,23,2018-04-25 15:30:00+00:00,2019-01-17 11:05:00+00:00,16,6403.58
2000013595_00001,15,2018-04-25 15:31:00+00:00,2019-01-17 11:05:00+00:00,14,6403.57
2000013596_00001,21,2018-04-26 05:51:00+00:00,2018-07-26 16:09:00+00:00,15,2194.3
2000013597_00001,12,2018-04-26 12:49:00+00:00,2018-06-28 12:03:00+00:00,12,1511.23
2000013598_00001,17,2018-04-26 13:09:00+00:00,2018-11-27 07:47:00+00:00,15,5154.63
2000013599_00001,12,2018-04-26 13:09:00+00:00,2018-06-21 10:42:00+00:00,12,1341.55
2000013600_00001,43,2018-03-20 22:59:00+00:00,2019-01-17 11:05:00+00:00,16,7260.1
2000013601_00001,34,2018-04-30 11:24:00+00:00,2019-01-08 12:35:00+00:00,15,6073.18
2000013602_00001,13,2018-04-30 13:35:00+00:00,2018-07-05 12:13:00+00:00,13,1582.63
2000013603_00001,13,2018-04-30 13:37:00+00:00,2018-06-28 12:04:00+00:00,12,1414.45
2000013603_00002,20,2018-04-30 13:37:00+00:00,2018-06-28 12:04:00+00:00,14,1414.45
2000013603_00003,13,2018-04-30 13:37:00+00:00,2018-06-28 12:04:00+00:00,12,1414.45
2000013604_00001,15,2018-05-01 05:00:00+00:00,2019-01-17 11:05:00+00:00,14,6270.08
2000013605_00001,15,2018-05-01 10:52:00+00:00,2019-01-17 11:05:00+00:00,14,6264.22
2000013606_00001,18,2018-05-01 13:26:00+00:00,2018-11-19 05:03:00+00:00,16,4839.62
2000013607_00001,13,2018-05-02 03:34:00+00:00,2018-07-05 12:11:00+00:00,13,1544.62
2000013608_00001,14,2018-05-03 04:20:00+00:00,2019-01-17 11:05:00+00:00,14,6222.75
2000013609_00001,12,2018-05-03 04:04:00+00:00,2018-07-05 12:11:00+00:00,12,1520.12
2000013609_00002,12,2018-05-03 04:04:00+00:00,2018-07-05 12:11:00+00:00,12,1520.12
2000013609_00003,12,2018-05-03 04:04:00+00:00,2018-07-05 12:11:00+00:00,12,1520.12
2000013609_00004,12,2018-05-03 04:04:00+00:00,2018-07-05 12:11:00+00:00,12,1520.12
2000013609_00005,12,2018-05-03 04:04:00+00:00,2018-07-05 12:11:00+00:00,12,1520.12
2000013609_00006,12,2018-05-03 04:04:00+00:00,2018-07-05 12:11:00+00:00,12,1520.12
2000013609_00007,12,2018-05-03 04:04:00+00:00,2018-07-05 12:11:00+00:00,12,1520.12
2000013610_00001,15,2018-05-03 11:52:00+00:00,2019-01-17 14:14:00+00:00,14,6218.37
2000013611_00001,13,2018-05-03 11:52:00+00:00,2018-07-26 16:09:00+00:00,13,2020.28
2000013612_00001,12,2018-05-03 12:14:00+00:00,2018-08-23 11:40:00+00:00,12,2687.43
2000013612_00002,12,2018-05-03 12:14:00+00:00,2018-08-23 11:40:00+00:00,12,2687.43
2000013612_00003,12,2018-05-03 12:14:00+00:00,2018-08-23 11:40:00+00:00,12,2687.43
2000013613_00001,17,2018-05-03 11:52:00+00:00,2018-10-25 09:07:00+00:00,15,4197.25
2000013614_00001,12,2018-05-03 12:15:00+00:00,2018-07-26 16:06:00+00:00,12,2019.85
2000013614_00002,12,2018-05-03 12:15:00+00:00,2018-07-26 16:06:00+00:00,12,2019.85
2000013614_00003,12,2018-05-03 12:15:00+00:00,2018-07-26 16:06:00+00:00,12,2019.85
2000013615_00001,30,2018-05-03 14:16:00+00:00,2018-11-29 15:17:00+00:00,15,5041.02
2000013616_00001,12,2018-05-04 05:48:00+00:00,2018-07-26 16:06:00+00:00,12,2002.3
2000013616_00002,12,2018-05-04 05:48:00+00:00,2018-07-26 16:06:00+00:00,12,2002.3
2000013616_00003,12,2018-05-04 05:48:00+00:00,2018-07-26 16:06:00+00:00,12,2002.3
2000013617_00001,12,2018-05-04 05:49:00+00:00,2018-07-05 12:11:00+00:00,12,1494.37
2000013617_00002,12,2018-05-04 05:49:00+00:00,2018-07-05 12:11:00+00:00,12,1494.37
2000013617_00003,12,2018-05-04 05:49:00+00:00,2018-07-05 12:11:00+00:00,12,1494.37
2000013617_00004,12,2018-05-04 05:49:00+00:00,2018-07-05 12:11:00+00:00,12,1494.37
2000013618_00001,12,2018-05-04 07:00:00+00:00,2018-08-02 14:06:00+00:00,12,2167.1
2000013619_00001,12,2018-05-04 08:40:00+00:00,2018-07-26 16:06:00+00:00,12,1999.43
2000013620_00001,13,2018-05-04 09:04:00+00:00,2018-07-05 12:13:00+00:00,13,1491.15
2000013621_00001,13,2018-05-04 09:23:00+00:00,2018-07-26 16:09:00+00:00,13,1998.77
2000013622_00001,40,2018-05-04 10:50:00+00:00,2018-12-26 09:44:00+00:00,14,5662.9
2000013623_00001,22,2018-05-04 10:51:00+00:00,2018-11-05 15:36:00+00:00,15,4444.75
2000013624_00001,12,2018-05-06 09:41:00+00:00,2018-08-30 13:36:00+00:00,12,2787.92
2000013625_00001,18,2018-05-04 21:59:00+00:00,2018-08-17 09:50:00+00:00,16,2507.85
2000013626_00001,20,2018-05-07 13:06:00+00:00,2018-11-23 13:18:00+00:00,16,4800.2
2000013627_00001,9,2018-05-09 09:49:00+00:00,2018-06-08 11:55:00+00:00,9,722.1
2000013628_00001,17,2018-05-09 09:50:00+00:00,2019-01-17 14:14:00+00:00,14,6076.4
2000013629_00001,12,2018-05-09 09:49:00+00:00,2018-07-12 10:55:00+00:00,12,1537.1
2000013630_00001,12,2018-05-09 10:08:00+00:00,2018-07-05 12:10:00+00:00,12,1370.03
2000013631_00001,13,2018-05-09 10:33:00+00:00,2018-08-02 14:07:00+00:00,13,2043.57
2000013632_00001,12,2018-05-09 10:34:00+00:00,2018-07-26 16:06:00+00:00,12,1877.53
2000013633_00001,13,2018-05-13 16:16:00+00:00,2018-09-13 14:41:00+00:00,13,2950.42
2000013634_00001,12,2018-05-14 08:48:00+00:00,2018-07-05 12:11:00+00:00,12,1251.38
2000013634_00002,12,2018-05-14 08:48:00+00:00,2018-07-05 12:11:00+00:00,12,1251.38
2000013635_00001,31,2018-05-14 09:40:00+00:00,2018-08-28 14:21:00+00:00,16,2548.68
2000013636_00001,14,2018-05-14 10:54:00+00:00,2018-07-05 12:12:00+00:00,14,1249.3
2000013637_00001,16,2018-05-15 09:30:00+00:00,2018-11-22 13:53:00+00:00,15,4588.38
2000013638_00001,14,2018-05-16 04:59:00+00:00,2018-09-06 12:08:00+00:00,13,2719.15
2000013639_00001,12,2018-05-16 05:38:00+00:00,2018-08-23 11:39:00+00:00,12,2382.02
2000013640_00001,12,2018-05-16 05:38:00+00:00,2018-07-26 16:06:00+00:00,12,1714.47
2000013641_00001,12,2018-05-16 05:38:00+00:00,2018-07-05 12:11:00+00:00,12,1206.55
2000013641_00002,12,2018-05-16 05:38:00+00:00,2018-07-05 12:11:00+00:00,12,1206.55
2000013641_00003,12,2018-05-16 05:38:00+00:00,2018-07-05 12:11:00+00:00,12,1206.55
2000013642_00001,13,2018-05-16 10:48:00+00:00,2018-07-12 10:55:00+00:00,13,1368.12
2000013642_00002,13,2018-05-16 10:48:00+00:00,2018-07-12 10:55:00+00:00,13,1368.12
2000013642_00003,13,2018-05-16 10:48:00+00:00,2018-07-12 10:55:00+00:00,13,1368.12
2000013642_00004,13,2018-05-16 10:48:00+00:00,2018-07-12 10:55:00+00:00,13,1368.12
2000013642_00005,13,2018-05-16 10:48:00+00:00,2018-07-12 10:55:00+00:00,13,1368.12
2000013643_00001,13,2018-05-16 13:03:00+00:00,2018-07-26 16:09:00+00:00,13,1707.1
2000013644_00001,12,2018-05-17 04:16:00+00:00,2018-08-23 11:40:00+00:00,12,2359.4
2000013644_00002,12,2018-05-17 04:16:00+00:00,2018-08-23 11:40:00+00:00,12,2359.4
2000013645_00001,12,2018-05-17 04:16:00+00:00,2018-07-26 16:06:00+00:00,12,1691.83
2000013645_00002,12,2018-05-17 04:16:00+00:00,2018-07-26 16:06:00+00:00,12,1691.83
2000013646_00001,12,2018-05-17 05:56:00+00:00,2018-07-26 16:06:00+00:00,12,1690.17
2000013646_00002,12,2018-05-17 05:56:00+00:00,2018-07-26 16:06:00+00:00,12,1690.17
2000013647_00001,12,2018-05-17 13:10:00+00:00,2018-07-05 12:10:00+00:00,12,1175.0
2000013647_00002,12,2018-05-17 13:10:00+00:00,2018-07-05 12:10:00+00:00,12,1175.0
2000013647_00003,12,2018-05-17 13:10:00+00:00,2018-07-05 12:10:00+00:00,12,1175.0
2000013648_00001,12,2018-05-17 13:10:00+00:00,2018-08-30 13:36:00+00:00,12,2520.43
2000013649_00001,13,2018-05-17 13:10:00+00:00,2018-08-09 12:28:00+00:00,13,2015.3
2000013650_00001,12,2018-05-17 13:13:00+00:00,2018-07-26 16:09:00+00:00,12,1682.93
2000013650_00002,12,2018-05-17 13:13:00+00:00,2018-07-26 16:09:00+00:00,12,1682.93
2000013651_00001,12,2018-05-18 05:48:00+00:00,2018-08-02 14:06:00+00:00,12,1832.3
2000013652_00001,21,2018-05-18 10:50:00+00:00,2018-06-14 13:01:00+00:00,15,650.18
2000013653_00001,12,2018-05-18 12:13:00+00:00,2018-08-30 13:38:00+00:00,12,2497.42
2000013654_00001,12,2018-05-22 15:18:00+00:00,2018-07-05 12:10:00+00:00,12,1052.87
2000013655_00001,18,2018-05-23 13:28:00+00:00,2018-05-24 11:39:00+00:00,12,22.18
2000013656_00001,18,2018-05-23 13:28:00+00:00,2018-05-24 11:38:00+00:00,12,22.17
2000013657_00001,23,2018-03-31 21:59:00+00:00,2019-01-04 22:59:00+00:00,13,6697.0
2000013658_00001,15,2018-05-24 08:05:00+00:00,2019-01-17 11:08:00+00:00,14,5715.05
2000013659_00001,13,2018-05-24 10:19:00+00:00,2018-07-26 16:09:00+00:00,13,1517.83
2000013660_00001,13,2018-05-24 09:39:00+00:00,2018-08-09 12:28:00+00:00,13,1850.82
2000013661_00001,12,2018-05-24 12:05:00+00:00,2018-07-05 12:11:00+00:00,12,1008.1
2000013662_00001,12,2018-05-24 12:52:00+00:00,2018-08-23 11:40:00+00:00,12,2182.8
2000013663_00001,13,2018-05-24 17:16:00+00:00,2018-11-22 13:54:00+00:00,13,4364.63
2000013664_00001,10,2018-05-25 04:48:00+00:00,2018-06-09 04:34:00+00:00,10,359.77
2000013665_00001,12,2018-05-18 21:59:00+00:00,2018-07-26 16:09:00+00:00,12,1650.17
2000013666_00001,12,2018-05-22 21:59:00+00:00,2018-07-26 16:09:00+00:00,12,1554.17
2000013667_00001,21,2018-05-25 07:09:00+00:00,2018-07-31 07:35:00+00:00,15,1608.43
2000013668_00001,12,2018-05-28 05:21:00+00:00,2018-07-05 12:10:00+00:00,12,918.82
2000013668_00002,12,2018-05-28 05:21:00+00:00,2018-07-05 12:10:00+00:00,12,918.82
2000013669_00001,27,2018-05-28 05:11:00+00:00,2019-01-17 11:08:00+00:00,17,5621.95
2000013670_00001,13,2018-05-28 07:59:00+00:00,2018-08-16 13:03:00+00:00,13,1925.07
2000013671_00001,13,2018-02-22 22:59:00+00:00,2018-06-14 13:01:00+00:00,13,2678.03
2000013672_00001,12,2018-05-29 14:45:00+00:00,2018-07-05 12:10:00+00:00,12,885.42
2000013673_00001,26,2018-05-30 03:53:00+00:00,2018-08-09 12:29:00+00:00,15,1712.6
2000013674_00001,12,2018-05-30 10:59:00+00:00,2018-08-23 11:40:00+00:00,12,2040.68
2000013674_00002,12,2018-05-30 10:59:00+00:00,2018-08-23 11:40:00+00:00,12,2040.68
2000013675_00001,21,2018-05-31 07:14:00+00:00,2018-08-09 12:29:00+00:00,15,1685.25
2000013676_00001,13,2018-05-10 21:59:00+00:00,2018-09-06 12:07:00+00:00,13,2846.13
2000013677_00001,38,2018-05-31 13:14:00+00:00,2018-10-26 09:03:00+00:00,15,3547.82
2000013678_00001,12,2018-06-01 08:24:00+00:00,2018-08-09 12:28:00+00:00,12,1660.07
2000013678_00002,12,2018-06-01 08:24:00+00:00,2018-08-09 12:28:00+00:00,12,1660.07
2000033448_00001,15,2018-06-04 04:38:00+00:00,2019-01-17 11:08:00+00:00,14,5454.5
2000033449_00001,15,2018-06-04 04:38:00+00:00,2019-01-17 11:08:00+00:00,14,5454.5
2000033450_00001,13,2018-06-04 12:01:00+00:00,2018-08-09 12:30:00+00:00,13,1584.48
2000033451_00001,17,2018-06-05 08:10:00+00:00,2018-10-18 15:21:00+00:00,15,3247.18
2000033452_00001,14,2018-06-05 09:29:00+00:00,2019-01-17 11:09:00+00:00,13,5425.67
2000033453_00001,12,2018-06-06 01:54:00+00:00,2018-08-09 12:28:00+00:00,12,1546.57
2000033454_00001,12,2018-06-06 06:11:00+00:00,2018-09-06 12:07:00+00:00,12,2213.93
2000033454_00002,10,2018-06-06 06:11:00+00:00,2018-06-07 06:52:00+00:00,10,24.68
2000033455_00001,12,2018-06-06 05:27:00+00:00,2018-08-30 13:36:00+00:00,12,2048.15
2000033456_00001,13,2018-06-06 06:50:00+00:00,2018-09-20 14:13:00+00:00,13,2551.38
2000033456_00002,13,2018-06-06 06:50:00+00:00,2018-09-20 14:13:00+00:00,13,2551.38
2000033456_00003,13,2018-06-06 06:50:00+00:00,2018-09-20 14:13:00+00:00,13,2551.38
2000033456_00004,13,2018-06-06 06:50:00+00:00,2018-09-20 14:13:00+00:00,13,2551.38
2000033457_00001,12,2018-06-06 11:45:00+00:00,2018-08-30 13:36:00+00:00,12,2041.85
2000033457_00002,12,2018-06-06 11:45:00+00:00,2018-08-30 13:36:00+00:00,12,2041.85
2000033458_00001,12,2018-06-06 11:45:00+00:00,2018-08-30 13:36:00+00:00,12,2041.85
2000033458_00002,12,2018-06-06 11:45:00+00:00,2018-08-30 13:36:00+00:00,12,2041.85
2000033458_00003,12,2018-06-06 11:45:00+00:00,2018-09-20 14:13:00+00:00,12,2546.47
2000033459_00001,13,2018-06-06 14:14:00+00:00,2018-07-05 12:13:00+00:00,13,693.98
2000033460_00001,13,2018-06-06 14:15:00+00:00,2018-08-09 12:29:00+00:00,13,1534.23
2000033461_00001,49,2018-06-07 06:47:00+00:00,2019-01-17 11:09:00+00:00,16,5380.37
2000033462_00001,28,2018-06-07 07:31:00+00:00,2018-11-29 15:16:00+00:00,13,4207.75
2000033463_00001,19,2018-06-07 12:11:00+00:00,2018-08-23 11:03:00+00:00,12,1846.87
2000033464_00001,14,2018-06-07 18:55:00+00:00,2018-08-09 12:28:00+00:00,14,1505.55
2000033464_00002,15,2018-06-07 18:55:00+00:00,2018-08-09 12:28:00+00:00,15,1505.55
2000033465_00001,31,2018-04-30 21:59:00+00:00,2018-11-12 08:27:00+00:00,18,4690.47
2000033466_00001,18,2018-06-08 07:34:00+00:00,2019-01-09 04:14:00+00:00,13,5156.67
2000033467_00001,21,2018-06-08 09:19:00+00:00,2018-10-04 14:50:00+00:00,13,2837.52
2000033468_00001,12,2018-06-11 03:52:00+00:00,2018-08-09 12:28:00+00:00,12,1424.6
2000033468_00002,12,2018-06-11 03:52:00+00:00,2018-08-09 12:28:00+00:00,12,1424.6
2000033468_00003,12,2018-06-11 03:52:00+00:00,2018-08-09 12:28:00+00:00,12,1424.6
2000033468_00004,12,2018-06-11 03:52:00+00:00,2018-08-09 12:28:00+00:00,12,1424.6
2000033469_00001,15,2018-06-11 05:53:00+00:00,2019-01-17 11:09:00+00:00,14,5285.27
2000033470_00001,15,2018-06-11 19:37:00+00:00,2019-01-17 11:09:00+00:00,14,5271.53
2000033471_00001,12,2018-06-12 07:58:00+00:00,2018-08-30 13:36:00+00:00,12,1901.63
2000033472_00001,12,2018-06-12 08:03:00+00:00,2018-09-06 12:06:00+00:00,12,2068.05
2000033473_00001,12,2018-06-12 09:02:00+00:00,2018-08-09 12:30:00+00:00,12,1395.47
2000033474_00001,13,2018-06-13 10:30:00+00:00,2018-07-26 16:07:00+00:00,13,1037.62
2000033475_00001,22,2018-06-14 10:41:00+00:00,2018-09-06 12:08:00+00:00,16,2017.45
2000033476_00001,13,2018-06-14 11:37:00+00:00,2018-08-09 12:29:00+00:00,13,1344.87
2000033477_00001,13,2018-06-15 05:09:00+00:00,2018-08-23 11:39:00+00:00,12,1662.5
2000033477_00002,13,2018-06-15 05:09:00+00:00,2018-08-23 11:39:00+00:00,12,1662.5
2000033478_00001,12,2018-06-15 05:09:00+00:00,2018-08-30 13:40:00+00:00,12,1832.52
2000033479_00001,12,2018-06-15 06:12:00+00:00,2018-08-30 13:40:00+00:00,12,1831.47
2000033479_00002,12,2018-06-15 06:12:00+00:00,2018-08-30 13:36:00+00:00,12,1831.4
2000033480_00001,13,2018-06-15 06:13:00+00:00,2018-08-02 14:07:00+00:00,13,1159.9
2000033481_00001,12,2018-06-15 06:11:00+00:00,2018-08-30 13:36:00+00:00,12,1831.42
2000033482_00001,14,2018-06-15 07:50:00+00:00,2019-01-17 11:09:00+00:00,13,5187.32
2000033483_00001,12,2018-06-15 08:24:00+00:00,2018-08-30 13:36:00+00:00,12,1829.2
2000033484_00001,12,2018-06-15 08:25:00+00:00,2018-08-09 12:28:00+00:00,12,1324.05
2000033484_00002,12,2018-06-15 08:25:00+00:00,2018-08-09 12:28:00+00:00,12,1324.05
2000033484_00003,12,2018-06-15 08:25:00+00:00,2018-08-09 12:28:00+00:00,12,1324.05
2000033484_00004,12,2018-06-15 08:25:00+00:00,2018-08-09 12:28:00+00:00,12,1324.05
2000033484_00005,12,2018-06-15 08:25:00+00:00,2018-08-09 12:28:00+00:00,12,1324.05
2000033485_00001,19,2018-06-18 04:33:00+00:00,2019-01-17 11:09:00+00:00,14,5118.6
2000033486_00001,15,2018-06-19 05:48:00+00:00,2018-09-06 12:06:00+00:00,12,1902.3
2000033487_00001,12,2018-06-19 06:26:00+00:00,2018-08-30 13:40:00+00:00,12,1735.23
2000033487_00002,12,2018-06-19 06:26:00+00:00,2018-09-13 14:42:00+00:00,12,2072.27
2000033488_00001,12,2018-06-19 07:45:00+00:00,2018-08-30 13:36:00+00:00,12,1733.85
2000033488_00002,12,2018-06-19 07:45:00+00:00,2018-08-30 13:36:00+00:00,12,1733.85
2000033489_00001,12,2018-06-19 10:50:00+00:00,2018-09-20 14:14:00+00:00,12,2235.4
2000033489_00002,12,2018-06-19 10:50:00+00:00,2018-09-20 14:14:00+00:00,12,2235.4
2000033490_00001,12,2018-06-19 11:43:00+00:00,2018-08-30 13:37:00+00:00,12,1729.9
2000033490_00002,12,2018-06-19 11:43:00+00:00,2018-08-30 13:37:00+00:00,12,1729.9
2000033491_00001,12,2018-06-20 12:04:00+00:00,2018-09-13 14:42:00+00:00,12,2042.63
2000033492_00001,12,2018-06-21 07:19:00+00:00,2018-09-06 12:06:00+00:00,12,1852.78
2000033493_00001,12,2018-06-21 11:02:00+00:00,2018-10-04 14:50:00+00:00,12,2523.8
2000033493_00002,12,2018-06-21 11:02:00+00:00,2018-10-04 14:50:00+00:00,12,2523.8
2000033494_00001,12,2018-06-21 11:46:00+00:00,2018-07-19 11:16:00+00:00,12,671.5
2000033494_00002,12,2018-06-21 11:46:00+00:00,2018-07-19 11:16:00+00:00,12,671.5
2000033494_00003,12,2018-06-21 11:46:00+00:00,2018-07-19 11:16:00+00:00,12,671.5
2000033495_00001,13,2018-06-22 05:33:00+00:00,2018-09-06 12:06:00+00:00,13,1830.55
2000033495_00002,13,2018-06-22 05:33:00+00:00,2018-09-06 12:06:00+00:00,13,1830.55
2000033495_00003,13,2018-06-22 05:33:00+00:00,2018-09-06 12:06:00+00:00,13,1830.55
2000033495_00004,13,2018-06-22 05:33:00+00:00,2018-09-06 12:06:00+00:00,13,1830.55
2000033495_00005,13,2018-06-22 05:33:00+00:00,2018-09-06 12:06:00+00:00,13,1830.55
2000033495_00006,13,2018-06-22 05:33:00+00:00,2018-09-06 12:06:00+00:00,13,1830.55
2000033496_00001,20,2018-06-22 05:50:00+00:00,2018-08-09 12:28:00+00:00,14,1158.63
2000033497_00001,12,2018-06-22 07:32:00+00:00,2018-08-30 13:36:00+00:00,12,1662.07
2000033497_00002,12,2018-06-22 07:32:00+00:00,2018-08-30 13:36:00+00:00,12,1662.07
2000033497_00003,12,2018-06-22 07:32:00+00:00,2018-08-30 13:36:00+00:00,12,1662.07
2000033498_00001,12,2018-06-22 08:11:00+00:00,2018-08-09 12:28:00+00:00,12,1156.28
2000033498_00002,12,2018-06-22 08:11:00+00:00,2018-09-06 12:06:00+00:00,12,1827.92
2000033499_00001,12,2018-06-22 08:11:00+00:00,2018-09-13 14:41:00+00:00,12,1998.5
2000033499_00002,12,2018-06-22 08:11:00+00:00,2018-09-13 14:41:00+00:00,12,1998.5
2000033500_00001,12,2018-06-22 08:11:00+00:00,2018-08-09 12:28:00+00:00,12,1156.28
2000033500_00002,12,2018-06-22 08:11:00+00:00,2018-08-09 12:28:00+00:00,12,1156.28
2000033500_00003,12,2018-06-22 08:11:00+00:00,2018-08-09 12:28:00+00:00,12,1156.28
2000033500_00004,12,2018-06-22 08:11:00+00:00,2018-08-09 12:28:00+00:00,12,1156.28
2000033500_00005,12,2018-06-22 08:11:00+00:00,2018-08-09 12:28:00+00:00,12,1156.28
2000033501_00001,12,2018-06-22 12:27:00+00:00,2018-08-30 13:36:00+00:00,12,1657.15
2000033501_00002,12,2018-06-22 12:27:00+00:00,2018-08-30 13:36:00+00:00,12,1657.15
2000033501_00003,12,2018-06-22 12:27:00+00:00,2018-08-30 13:36:00+00:00,12,1657.15
2000033501_00004,12,2018-06-22 12:27:00+00:00,2018-08-30 13:36:00+00:00,12,1657.15
2000033502_00001,13,2018-06-25 04:53:00+00:00,2018-11-08 15:45:00+00:00,13,3274.87
2000033503_00001,13,2018-06-25 05:02:00+00:00,2018-09-06 12:07:00+00:00,13,1759.08
2000033504_00001,12,2018-06-25 07:53:00+00:00,2018-08-30 13:36:00+00:00,12,1589.72
2000033505_00001,12,2018-06-26 06:51:00+00:00,2018-10-04 14:50:00+00:00,12,2407.98
2000033505_00002,12,2018-06-26 06:51:00+00:00,2018-10-04 14:50:00+00:00,12,2407.98
2000033505_00003,12,2018-06-26 06:51:00+00:00,2018-10-04 14:50:00+00:00,12,2407.98
2000033506_00001,12,2018-06-27 07:49:00+00:00,2018-08-09 12:28:00+00:00,12,1036.65
2000033506_00002,12,2018-06-27 07:49:00+00:00,2018-08-09 12:28:00+00:00,12,1036.65
2000033506_00003,12,2018-06-27 07:49:00+00:00,2018-08-09 12:28:00+00:00,12,1036.65
2000033506_00004,12,2018-06-27 07:49:00+00:00,2018-08-09 12:28:00+00:00,12,1036.65
2000033507_00001,21,2018-06-27 11:24:00+00:00,2018-08-30 13:36:00+00:00,15,1538.2
2000033507_00002,9,2018-06-27 11:24:00+00:00,2018-07-24 07:28:00+00:00,8,644.07
2000033508_00001,13,2018-06-28 07:49:00+00:00,2018-07-19 11:17:00+00:00,13,507.47
2000033509_00001,9,2018-06-28 08:47:00+00:00,2018-09-04 12:32:00+00:00,9,1635.75
2000033510_00001,12,2018-06-28 09:46:00+00:00,2018-07-26 16:07:00+00:00,12,678.35
2000033511_00001,26,2018-06-28 11:07:00+00:00,2018-10-04 14:50:00+00:00,15,2355.72
2000033512_00001,9,2018-06-28 18:39:00+00:00,2018-12-18 13:13:00+00:00,8,4146.57
2000033513_00001,35,2018-06-28 18:51:00+00:00,2019-01-17 11:09:00+00:00,14,4864.3
2000033514_00001,13,2018-06-28 18:51:00+00:00,2018-08-30 13:39:00+00:00,13,1506.8
2000033515_00001,29,2018-06-29 08:28:00+00:00,2018-12-14 15:50:00+00:00,14,4039.37
2000033516_00001,13,2018-06-29 09:11:00+00:00,2018-08-30 13:39:00+00:00,13,1492.47
2000033517_00001,13,2018-06-29 09:11:00+00:00,2018-09-06 12:08:00+00:00,13,1658.95
2000033518_00001,12,2018-06-29 09:17:00+00:00,2018-09-06 12:06:00+00:00,12,1658.82
2000033519_00001,13,2018-06-29 09:11:00+00:00,2018-08-30 13:41:00+00:00,13,1492.5
2000033520_00001,13,2018-06-29 09:11:00+00:00,2018-09-06 12:08:00+00:00,13,1658.95
2000033521_00001,12,2018-06-30 08:44:00+00:00,2018-09-28 08:26:00+00:00,12,2159.7
2000033521_00002,12,2018-06-30 08:44:00+00:00,2018-09-28 08:26:00+00:00,12,2159.7
2000033522_00001,12,2018-07-02 12:18:00+00:00,2018-09-28 08:26:00+00:00,12,2108.13
